left_ear,right_ear,avg_ear,mar,mean_intensity,std_intensity,edge_density,face_w_ratio,face_h_ratio,target,filename
0.9999999615384628,0.999999981132076,0.9999999713352694,0.6163521973814328,0.3346731123744698,0.2349921656892623,0.0421827744893574,0.8590308332201285,0.8590308332201285,0,e0195.png
0.9999999772727278,0.9999999761904768,0.9999999767316023,0.4358974331032216,0.446035293700858,0.2179726525490715,0.0963173557206845,0.8546255468959227,0.8546255468959227,0,u0427.png
0.9999999696969708,0.9999999642857156,0.9999999669913432,0.799999840000032,0.6151749754314048,0.188755480106971,0.0584206539559897,0.7841409657086301,0.7841409657086301,1,K0011.png
0.9999999696969708,0.9999999767441866,0.9999999732205788,0.4897959158683881,0.4299895377963816,0.2360846563394165,0.0778515694028471,0.8766519785169516,0.8766519785169516,0,zb0960.png
0.9999999615384628,0.9999999642857156,0.9999999629120891,0.7499999531250029,0.5601571694740617,0.1833703758212538,0.0429692334337524,0.8854625511653632,0.8854625511653632,0,d0272.png
0.99999997826087,0.99999997826087,0.99999997826087,0.6037735792096832,0.4021140023546415,0.2064641583147989,0.0808275992063147,0.907488982786392,0.907488982786392,1,Q0468.png
0.25,0.25,0.25,0.409326422749604,0.3361033355078059,0.1552160116751542,0.0631415467479642,0.8942731238137748,0.8942731238137748,1,ZB0433.png
0.25,0.25,0.25,1.4923076693491129,0.4592352788520708,0.2477451898285505,0.1044860264677042,0.850220260571717,0.850220260571717,0,za0590.png
0.25,0.25,0.25,0.9090908264462886,0.4570149739583333,0.1683084173954662,0.0742187499818801,0.2819383247491703,0.2819383247491703,0,i0198.png
0.9999999787234048,0.9999999787234048,0.9999999787234048,0.6086956483931948,0.3183023552616313,0.2098286619825345,0.0749243918454983,0.8590308332201285,0.8590308332201285,0,y1064.png
0.9999999795918372,0.9999999772727278,0.9999999784322824,0.5510203969179511,0.4715695680426717,0.1645374066768622,0.0460513692046256,0.8414096879233054,0.8414096879233054,0,x1515.png
0.999999958333335,0.999999958333335,0.999999958333335,0.1666666611111112,0.5625169607843137,0.1819126295167305,0.0468749999988281,0.8810572648411574,0.8810572648411574,0,d0807.png
0.25,0.25,0.25,0.2571428497959186,0.491789806185042,0.1558809887090041,0.0404287665221874,0.8678414058685401,0.8678414058685401,0,x0878.png
0.999999985714286,0.999999985714286,0.999999985714286,0.1686746967629554,0.3964771622934888,0.1413800459633636,0.0245730945433003,0.8634361195443343,0.8634361195443343,1,I0708.png
0.25,0.25,0.25,1.6666666374269012,0.4453605996415186,0.2145044559023177,0.07052631578752,0.8370044015990996,0.8370044015990996,1,N0254.png
0.25,0.25,0.25,0.2833333286111112,0.3858191340979208,0.1576547101106445,0.0498219741913128,0.8766519785169516,0.8766519785169516,1,B0147.png
0.9999999777777784,0.9999999777777784,0.9999999777777784,1.1449275196387316,0.6203876724076428,0.3635287830317584,0.1591544763704078,0.8854625511653632,0.8854625511653632,1,ZA0114.png
0.25,0.25,0.25,0.4409937860807839,0.3415755888154078,0.1506261260923722,0.061932938854387,0.8590308332201285,0.8590308332201285,1,ZB1275.png
0.9999999772727278,0.9999999772727278,0.9999999772727278,0.199999996923077,0.4383012758312865,0.1340950350327932,0.0571213120921594,0.907488982786392,0.907488982786392,1,J0200.png
0.25,0.25,0.25,1.0724637525729892,0.4161423212282941,0.198434169668063,0.0794477317533347,0.8590308332201285,0.8590308332201285,1,P0527.png
0.999999981132076,0.999999981132076,0.999999981132076,0.5730337046458781,0.3130393853042947,0.174102407278106,0.0282343329481873,0.8986784101379806,0.8986784101379806,1,O0134.png
0.9999999642857156,0.9999999750000008,0.999999969642858,0.1666666643518519,0.5931881042347494,0.2316909386542305,0.0815972222200087,0.8458149742475112,0.8458149742475112,0,n0383.png
0.9999999729729736,0.9999999714285724,0.9999999722007732,0.8390804501255121,0.4865972552035039,0.2369738838557092,0.1232698961908095,0.8986784101379806,0.8986784101379806,1,T0193.png
0.25,0.25,0.25,0.7910447643127647,0.543795832918794,0.2304660954864723,0.1058820370988246,0.850220260571717,0.850220260571717,1,T0581.png
0.999999981132076,0.999999981132076,0.999999981132076,3.3928570216836778,0.5364509589844167,0.204125076797274,0.0529100529085717,0.8325991152748937,0.8325991152748937,1,L0800.png
0.9999999846153848,0.9999999846153848,0.9999999846153848,0.9560439455379788,0.4262279411764705,0.2057619483211663,0.0916999999977075,0.8810572648411574,0.8810572648411574,1,P0091.png
0.99999998630137,0.99999998630137,0.99999998630137,0.4427860674488255,0.4083728271140638,0.2115966608062654,0.0877948565607832,0.8854625511653632,0.8854625511653632,1,P0725.png
0.25,0.25,0.25,0.2297297266252739,0.4714944389914537,0.2034087835531477,0.0654160909749862,0.8546255468959227,0.8546255468959227,1,N0342.png
0.9999999600000016,0.9999999800000005,0.9999999700000012,0.6036585329045212,0.3225233119469602,0.229912920294646,0.0433374145484303,0.8722466921927459,0.8722466921927459,0,e0328.png
0.999999974358975,0.9999999655172426,0.9999999699381088,1.9999999591836743,0.2546635211612587,0.1650799341135837,0.0640894148569601,0.8590308332201285,0.8590308332201285,1,H0540.png
0.25,0.25,0.25,0.4251496980529958,0.3367320393473922,0.1523664420193251,0.0634327415958326,0.8766519785169516,0.8766519785169516,1,ZB0484.png
0.9999999642857156,0.9999999600000016,0.9999999621428586,0.3714285608163268,0.6198466217762825,0.206690193194648,0.104028442649869,0.8325991152748937,0.8325991152748937,0,r0420.png
0.25,0.25,0.25,0.3999999975,0.3979296355878856,0.1652943405643153,0.0607391589201208,0.8942731238137748,0.8942731238137748,1,ZB1171.png
0.999999958333335,0.9999999729729736,0.9999999656531544,0.9294117537716264,0.4975960117469428,0.2531779293805505,0.1242543501367725,0.8854625511653632,0.8854625511653632,1,T0781.png
0.999999974358975,0.9999999677419364,0.9999999710504556,0.3604651141833423,0.4019860500680652,0.1709763410272729,0.0646218059146152,0.8942731238137748,0.8942731238137748,1,ZB1095.png
0.9999999729729736,0.9999999761904768,0.9999999745817252,0.3333333288888889,0.3519645483486496,0.1416739008640729,0.0384189234446025,0.8678414058685401,0.8678414058685401,0,m0300.png
0.9999999767441866,0.9999999777777784,0.9999999772609824,0.432432426588751,0.4178760323646165,0.2263982571279834,0.0713377269027824,0.8193832563022764,0.8193832563022764,1,ZC0698.png
0.9999999761904768,0.99999997826087,0.9999999772256736,2.937499816406261,0.4000896624113861,0.1636741605069717,0.071308821827052,0.8193832563022764,0.8193832563022764,0,zc1358.png
0.25,0.25,0.25,0.3944444422530864,0.3288803857696206,0.1468866965699555,0.0577763187783698,0.8766519785169516,0.8766519785169516,1,ZB0511.png
0.9999999767441866,0.9999999736842112,0.999999975214199,0.5535714186862247,0.4095644377457008,0.2167657974543614,0.0696045068469328,0.8237885426264822,0.8237885426264822,1,ZC1056.png
0.9999999523809546,0.9999999772727278,0.9999999648268412,0.2346938751561849,0.3927976577900643,0.1683700388354328,0.0592980368813968,0.9030836964621864,0.9030836964621864,1,B0259.png
0.9999999767441866,0.9999999756097568,0.9999999761769716,0.9019607666282204,0.3781347152930863,0.1455433482040289,0.0350821827735678,0.8590308332201285,0.8590308332201285,1,W1106.png
0.9999999545454564,0.999999974358975,0.9999999644522156,0.1954022966045713,0.3881024105887497,0.1299303582702621,0.0279201009869082,0.8854625511653632,0.8854625511653632,1,I0284.png
0.999999958333335,0.9999999714285724,0.9999999648809536,0.2328767091386752,0.4705652842897743,0.2050692910892576,0.0688072162992615,0.850220260571717,0.850220260571717,1,N0351.png
0.9999999687500012,0.9999999687500012,0.9999999687500012,0.8767123167573656,0.5334881999727326,0.2439673557684512,0.1062578861148954,0.850220260571717,0.850220260571717,1,T0455.png
0.25,0.25,0.25,0.4300518112432548,0.4493557137209631,0.1932735715116634,0.048994603880668,0.850220260571717,0.850220260571717,1,G0130.png
0.25,0.25,0.25,0.588235259515573,0.4309746791536594,0.1631092685932044,0.080124869906315,0.2731277521007588,0.2731277521007588,0,i0566.png
0.9999999772727278,0.99999997826087,0.9999999777667988,3.499999708333358,0.4061678158637987,0.1629876738040552,0.072178214988356,0.8237885426264822,0.8237885426264822,0,zc0011.png
0.9999999756097568,0.9999999756097568,0.9999999756097568,0.7874015686031373,0.3257207309579724,0.2047492260840652,0.0612610792641281,0.8766519785169516,0.8766519785169516,1,E0410.png
0.9999999756097568,0.9999999791666672,0.999999977388212,0.4266666609777779,0.4071122001612716,0.2142440722972923,0.0627642003285808,0.8325991152748937,0.8325991152748937,1,ZC1272.png
0.9999999642857156,0.9999999777777784,0.9999999710317468,0.99999950000025,0.4738877003600185,0.1493385962859338,0.0221056759135843,0.889867837489569,0.889867837489569,0,i0458.png
0.9999999696969708,0.9999999729729736,0.9999999713349722,1.9090908223140532,0.6081581612236732,0.1804037606189765,0.0664566847129722,0.8634361195443343,0.8634361195443343,1,V0658.png
0.9999999729729736,0.9999999714285724,0.9999999722007732,0.2989690690827931,0.3232509884651831,0.1388802737183019,0.0525928830493923,0.889867837489569,0.889867837489569,1,S0348.png
0.9999999878048782,0.9999999878048782,0.9999999878048782,0.8909090828099174,0.3620694331644558,0.1445957263723709,0.0194345825109944,0.8590308332201285,0.8590308332201285,1,W0135.png
0.9999999714285724,0.9999999772727278,0.99999997435065,0.3906249979654948,0.4432229014054601,0.2395402770418299,0.0903009162825306,0.8634361195443343,0.8634361195443343,0,zb0729.png
0.9999999761904768,0.9999999772727278,0.9999999767316023,0.460526309729917,0.4129748533575116,0.222005712112918,0.0754096485436984,0.8237885426264822,0.8237885426264822,1,ZC0983.png
0.9999999803921572,0.9999999830508478,0.9999999817215026,2.333333236111115,0.5397271855777168,0.1981555832174716,0.0528519692153448,0.8281938289506879,0.8281938289506879,1,L0056.png
0.999999972222223,0.9999999767441866,0.9999999744832048,1.689655143281808,0.4697034716582228,0.2416976774467572,0.0980144641657326,0.8590308332201285,0.8590308332201285,0,za0613.png
0.9999999677419364,0.9999999677419364,0.9999999677419364,0.9350649229212348,0.5106214435807196,0.2499312330179669,0.1198159105819903,0.8590308332201285,0.8590308332201285,1,T0872.png
0.25,0.25,0.25,1.062499983398438,0.4345722925658604,0.2068266411536772,0.0863637636100231,0.8325991152748937,0.8325991152748937,1,P0279.png
0.9999999787234048,0.9999999756097568,0.9999999771665808,0.8487394886660548,0.3191823537662385,0.2090488984097708,0.0590579441088325,0.8854625511653632,0.8854625511653632,1,E0109.png
0.999999958333335,0.999999958333335,0.999999958333335,0.8767123167573656,0.5044979411764706,0.2369780850961338,0.1107249999972318,0.8810572648411574,0.8810572648411574,1,T0174.png
0.9999999600000016,0.9999999600000016,0.9999999600000016,0.5999999800000007,0.5610616902588292,0.1835561623413059,0.0526681955203002,0.8678414058685401,0.8678414058685401,0,d0074.png
0.9999999846153848,0.9999999846153848,0.9999999846153848,0.6964285652104593,0.298197701174918,0.1491410011454155,0.0483551701374221,0.907488982786392,0.907488982786392,1,A1136.png
0.25,0.25,0.25,0.4999999907407409,0.1513878802549826,0.0765409194160692,0.0775034293287025,0.2378854615071125,0.2378854615071125,1,E0007.png
0.9999999545454564,0.9999999777777784,0.9999999661616176,0.1884057943709305,0.4314824742508544,0.1263999302654443,0.0507317073158659,0.9030836964621864,0.9030836964621864,1,J0205.png
0.9999999696969708,0.9999999642857156,0.9999999669913432,0.3157894570637127,0.5021322678893199,0.1627295168899714,0.0675823242479171,0.8942731238137748,0.8942731238137748,0,v0088.png
0.25,0.25,0.25,0.6363636247933887,0.5090586442905235,0.2014146256969858,0.0385343804439651,0.8766519785169516,0.8766519785169516,1,G0297.png
0.9999999795918372,0.9999999795918372,0.9999999795918372,0.3846153698224858,0.4296202142152373,0.1765137138687444,0.045964208805575,0.8854625511653632,0.8854625511653632,0,b0348.png
0.9999999787234048,0.9999999787234048,0.9999999787234048,0.562962958792867,0.4047047221255366,0.2097168733721477,0.0879252958559558,0.9162995554348036,0.9162995554348036,1,Q0172.png
0.9999999814814818,0.9833333169444448,0.9916666492129632,2.947368265927986,0.5625486153662854,0.2000844739227993,0.0473361545126048,0.8458149742475112,0.8458149742475112,1,L0098.png
0.9999999824561407,0.9999999824561407,0.9999999824561407,4.428571217687085,0.5401050143943625,0.2031888335943396,0.0533235938625763,0.8149779699780706,0.8149779699780706,1,L0433.png
0.25,0.25,0.25,0.791666658420139,0.3137380581415335,0.1486757979167118,0.0566028843421481,0.907488982786392,0.907488982786392,1,A0337.png
0.9999999814814818,0.9999999814814818,0.9999999814814818,0.6884057921130016,0.2618567160936397,0.1237854569060172,0.0232132963982489,0.8370044015990996,0.8370044015990996,1,Y0171.png
0.25,0.25,0.25,0.8067226822964481,0.3051940548155338,0.2079338626682008,0.0657328472337454,0.8414096879233054,0.8414096879233054,1,E0061.png
0.9999999736842112,0.99999997826087,0.9999999759725406,0.5689655074316292,0.4110423056955468,0.2157389083181491,0.0630419701681396,0.8193832563022764,0.8193832563022764,1,ZC1223.png
0.25,0.25,0.25,2.5945945244704185,0.4460599213643791,0.2069948897578781,0.0665690104148608,0.8458149742475112,0.8458149742475112,1,N0435.png
0.9999999767441866,0.9999999629629645,0.9999999698535756,0.232558134126555,0.4078554390092475,0.1394491785874355,0.0508528575617377,0.889867837489569,0.889867837489569,1,X0606.png
0.9999999729729736,0.9999999761904768,0.9999999745817252,0.5561797721562934,0.4321331756863545,0.2356135586727112,0.0796857463503804,0.8722466921927459,0.8722466921927459,0,zb0724.png
0.9999999523809546,0.9999999767441866,0.9999999645625706,0.1954022966045713,0.3820001595312681,0.1302331172755297,0.0261649408277975,0.9162995554348036,0.9162995554348036,1,I0344.png
0.9999999666666678,0.9999999666666678,0.9999999666666678,0.3846153550295881,0.5294260689685526,0.160589025354713,0.0409141924283003,0.8722466921927459,0.8722466921927459,0,x0671.png
0.9999999666666678,0.9999999666666678,0.9999999666666678,0.255319143503848,0.59034251262832,0.2141980273162216,0.1054570637089901,0.8370044015990996,0.8370044015990996,0,r0386.png
0.9999999830508478,0.9999999800000005,0.999999981525424,3.874999838541673,0.5361891548155856,0.2024072721524503,0.0516533703303372,0.8193832563022764,0.8193832563022764,1,L0441.png
0.9999999777777784,0.9999999777777784,0.9999999777777784,1.3043478071833652,0.5996283075321378,0.3659644082268047,0.1478196743552597,0.9999999955947136,0.9999999955947136,1,ZA0012.png
0.999999958333335,0.9999999814814818,0.9999999699074084,0.2857142755102044,0.4330942177166724,0.1900222051411548,0.0278522559165159,0.9162995554348036,0.9162995554348036,0,b0284.png
0.9999999600000016,0.9999999777777784,0.99999996888889,0.4397905736136619,0.4097846753085457,0.2224694539811752,0.0752678511247441,0.9295154144074212,0.9295154144074212,0,zb0075.png
0.9999999600000016,0.9999999600000016,0.9999999600000016,1.9999997500000315,0.761919709033455,0.3050360035550202,0.1276878678098775,0.8281938289506879,0.8281938289506879,1,ZA0926.png
0.9999999795918372,0.9999999787234048,0.999999979157621,0.6249999939903846,0.398044982133624,0.20497489259288,0.0915351436111279,0.889867837489569,0.889867837489569,1,Q0441.png
0.9999999787234048,0.9999999787234048,0.9999999787234048,0.224489791336943,0.4124301041710429,0.133956895758203,0.0466789103140832,0.8722466921927459,0.8722466921927459,1,X0415.png
0.25,0.25,0.25,0.5025380685150352,0.1516624150755409,0.1168151242701255,0.0286531474650557,0.8678414058685401,0.8678414058685401,1,H0092.png
0.99999997826087,0.9999999772727278,0.9999999777667988,0.0888888869135803,0.4857738898074022,0.1316090921890732,0.0508043639041511,0.9162995554348036,0.9162995554348036,0,j0287.png
0.999999981132076,0.999999981132076,0.999999981132076,0.2602739690373429,0.3888247965451779,0.1707877068119328,0.0500300801480713,0.9999999955947136,0.9999999955947136,1,B0300.png
0.9999999843750004,0.9999999843750004,0.9999999843750004,0.8043478173440455,0.3259999019607843,0.1738931683821608,0.0568999999985775,0.8810572648411574,0.8810572648411574,1,A0639.png
0.9999999545454564,0.9999999545454564,0.9999999545454564,0.7777777669753089,0.5516349872261933,0.2468350576572555,0.1202683399622419,0.8722466921927459,0.8722466921927459,1,T0024.png
0.25,0.25,0.25,0.4352941125259516,0.4229010122567546,0.2224073838106375,0.0589569160981227,0.8325991152748937,0.8325991152748937,1,ZC0225.png
0.99999997826087,0.99999997826087,0.99999997826087,0.7006802673423111,0.2258463332983401,0.0857918053005662,0.0245806067810926,0.9030836964621864,0.9030836964621864,1,M0277.png
0.25,0.25,0.25,0.3507853384775636,0.431004374557586,0.1910604904359877,0.0475864148447798,0.8414096879233054,0.8414096879233054,1,G0408.png
0.9999999729729736,0.9999999729729736,0.9999999729729736,3.2499997291666896,0.5938148527858405,0.229992840212153,0.0798155273857001,0.8281938289506879,0.8281938289506879,0,n0332.png
0.9999999756097568,0.99999997826087,0.9999999769353134,0.578034678739684,0.3175208823529412,0.1705644265453923,0.0352499999991187,0.8810572648411574,0.8810572648411574,1,O0141.png
0.9999999642857156,0.9999999705882362,0.9999999674369758,0.6944444380144034,0.3025822016636163,0.1514049816879089,0.0629439865334287,0.8854625511653632,0.8854625511653632,1,A0006.png
0.9999999761904768,0.9999999787234048,0.9999999774569408,0.5987261108361395,0.2886026637907313,0.2069040378794676,0.0614248528728659,0.8281938289506879,0.8281938289506879,1,E0560.png
0.9999999750000008,0.9999999777777784,0.9999999763888896,2.933333137777791,0.406949077221142,0.1660799208053109,0.074621517510985,0.806167397329659,0.806167397329659,0,zc0218.png
0.9999999807692312,0.9999999807692312,0.9999999807692312,0.6666664444445185,0.4755005756836604,0.1785415404848157,0.0198509950000036,0.889867837489569,0.889867837489569,0,i0857.png
0.999999956521741,0.999999956521741,0.999999956521741,0.6899224752719189,0.2357031816640303,0.07610412555551,0.0202941547777965,0.7841409657086301,0.7841409657086301,1,M0707.png
0.9863013563520362,0.9863013563520362,0.9863013563520362,0.7938144248060369,0.3129121717891309,0.1503231972165651,0.0540176855042767,0.8986784101379806,0.8986784101379806,1,A0441.png
0.25,0.25,0.25,0.6774193439125913,0.5192268752376297,0.2254005355355355,0.098504155121925,0.8370044015990996,0.8370044015990996,1,T0093.png
0.25,0.25,0.25,0.8630136868080317,0.5292137525621688,0.2373202635602561,0.1115055884257329,0.8590308332201285,0.8590308332201285,1,T0605.png
0.9999999756097568,0.9999999756097568,0.9999999756097568,1.6551723852556486,0.4416927210565156,0.2338488934325218,0.0981606863820026,0.8414096879233054,0.8414096879233054,0,za0234.png
0.9999999714285724,0.999999972222223,0.9999999718253976,0.2608695595463139,0.486263725490196,0.1505620658652902,0.058599999998535,0.8810572648411574,0.8810572648411574,0,v0915.png
0.25,0.25,0.25,1.999999928571431,0.4477022058823529,0.2037821084904646,0.0695258246508917,0.8458149742475112,0.8458149742475112,1,N0052.png
0.9999999677419364,0.9999999761904768,0.9999999719662068,1.745454513719009,0.4850213609749455,0.2422209296718926,0.1017252604139072,0.8458149742475112,0.8458149742475112,0,za0612.png
0.9999999714285724,0.9999999687500012,0.9999999700892868,0.3450704201051379,0.4597032866966231,0.1996136436370261,0.0507812499986224,0.8458149742475112,0.8458149742475112,0,s0206.png
0.9999999756097568,0.9999999756097568,0.9999999756097568,0.582352937750865,0.3447234123528835,0.1895757808224346,0.0313449661790181,0.889867837489569,0.889867837489569,1,O1239.png
0.25,0.25,0.25,2.0714284234693983,0.4761290766123834,0.1840390014269527,0.0616216216198211,0.8149779699780706,0.8149779699780706,1,N0079.png
0.9999999772727278,0.9999999772727278,0.9999999772727278,1.403846126849113,0.4823533849936534,0.2338823643055707,0.1023653236729751,0.8281938289506879,0.8281938289506879,0,za0959.png
0.9999999666666678,0.999999972222223,0.9999999694444456,0.1944444417438272,0.5648409039042424,0.2318243619789715,0.0773542280283292,0.8237885426264822,0.8237885426264822,0,n0646.png
0.99999997826087,0.99999997826087,0.99999997826087,0.2499999951923077,0.4023561827653014,0.1316461689521162,0.0427960399835929,0.8986784101379806,0.8986784101379806,1,X1091.png
0.9999999767441866,0.9999999767441866,0.9999999767441866,1.0454545216942157,0.3858040638076621,0.1459749412004188,0.0347514949506236,0.889867837489569,0.889867837489569,1,W0903.png
0.25,0.25,0.25,0.6834532324931423,0.2581866765910754,0.1228430229184178,0.0202122001058141,0.8325991152748937,0.8325991152748937,1,Y0220.png
0.9999999615384628,0.9999999545454564,0.9999999580419596,0.7439999940480001,0.2699740874497561,0.141072785932732,0.0434154237471553,0.8193832563022764,0.8193832563022764,0,h0031.png
0.9999999756097568,0.999999974358975,0.999999974984366,0.626373622932013,0.321020906179235,0.2349935934212406,0.0510004075365134,0.9999999955947136,0.9999999955947136,1,E0612.png
0.25,0.25,0.25,0.6785714237244899,0.2435740589864754,0.1232200270714452,0.0249030470907229,0.8370044015990996,0.8370044015990996,1,Y1159.png
0.9999999666666678,0.9999999666666678,0.9999999666666678,0.1999999933333335,0.5499802982417457,0.1809062880163447,0.0490680966251283,0.8634361195443343,0.8634361195443343,0,d1001.png
0.9999999666666678,0.9999999666666678,0.9999999666666678,0.6718749947509766,0.3792753752793343,0.2801835420548115,0.1287845602790903,0.8678414058685401,0.8678414058685401,0,a1162.png
0.999999974358975,0.9999999777777784,0.9999999760683768,0.3190184029508073,0.4799891369290098,0.2346150610084888,0.0801662049839289,0.8370044015990996,0.8370044015990996,0,zb0549.png
0.25,0.25,0.25,0.697841721598261,0.223285381747555,0.0863817764084555,0.0241789775740201,0.8546255468959227,0.8546255468959227,1,M0239.png
0.9999999777777784,0.9999999777777784,0.9999999777777784,0.2222222181069959,0.40874837596235,0.1354096627760845,0.0497017400547089,0.8854625511653632,0.8854625511653632,1,X1348.png
0.9999999687500012,0.9999999687500012,0.9999999687500012,0.8928571348852041,0.3761779411764706,0.2875036052759421,0.1244749999968881,0.8810572648411574,0.8810572648411574,0,a0410.png
0.9999999791666672,0.9999999791666672,0.9999999791666672,0.6202531606313091,0.3185984597920801,0.2072743196853896,0.0783007080362791,0.8634361195443343,0.8634361195443343,0,y0417.png
0.9999999859154932,0.9999999800000005,0.9999999829577468,0.817204292288126,0.3009763725490196,0.1529550351413018,0.0610749999984731,0.8810572648411574,0.8810572648411574,1,A0790.png
0.9999999714285724,0.9999999687500012,0.9999999700892868,1.275862024970275,0.5911055155569171,0.1901526240050295,0.0702311197897615,0.8458149742475112,0.8458149742475112,1,V0446.png
0.9999999736842112,0.9999999761904768,0.999999974937344,1.5499999741666672,0.4730954955690219,0.2403789164950738,0.115707018149043,0.8193832563022764,0.8193832563022764,0,za0407.png
0.25,0.25,0.25,0.5987261108361395,0.2893923413398646,0.2145411557518924,0.0581086104819094,0.8237885426264822,0.8237885426264822,1,E0724.png
0.9999999615384628,0.9999999729729736,0.9999999672557184,0.1686746967629554,0.4074274218664511,0.1746361130381127,0.0292164339276983,0.8766519785169516,0.8766519785169516,1,I0524.png
0.9999999803921572,0.9999999818181822,0.9999999811051696,0.5742574200568572,0.4024587242744898,0.2119411964264592,0.0950520517339646,0.8942731238137748,0.8942731238137748,1,Q0587.png
0.25,0.25,0.25,0.6874999570312527,0.4042486130254571,0.1474602293470611,0.0816326530406569,0.2775330384249646,0.2775330384249646,0,i0430.png
0.9999999629629645,0.9999999629629645,0.9999999629629645,0.9999999285714336,0.6166608158020153,0.2162352191500343,0.0806206597200352,0.8458149742475112,0.8458149742475112,0,r0299.png
0.9999999545454564,0.9999999855072468,0.9999999700263515,0.8144329812945054,0.2984263268885648,0.1480907578601302,0.0587708549331046,0.907488982786392,0.907488982786392,1,A0816.png
0.999999974358975,0.9999999761904768,0.999999975274726,0.4196891169964294,0.4189635181812137,0.2054879468712884,0.0527709710142627,0.8854625511653632,0.8854625511653632,0,s0255.png
0.25,0.25,0.25,0.2266666636444445,0.4859227408004618,0.192270590188587,0.0711278330176736,0.806167397329659,0.806167397329659,1,N0760.png
0.999999974358975,0.999999974358975,0.999999974358975,0.5714285681632654,0.3197147058823529,0.1767757386718213,0.0377249999990568,0.8810572648411574,0.8810572648411574,1,O0052.png
0.9999999787234048,0.9999999787234048,0.9999999787234048,0.1807228893888808,0.3782625117491365,0.119214236283103,0.0285511224382768,0.889867837489569,0.889867837489569,1,I1104.png
0.9999999600000016,0.9999999600000016,0.9999999600000016,0.4088397767467415,0.3481547152676573,0.1714484805459414,0.0619258327516918,0.9295154144074212,0.9295154144074212,1,ZB0814.png
0.25,0.25,0.25,1.1206896358501788,0.443582133374183,0.2037549407304575,0.0737847222202206,0.8458149742475112,0.8458149742475112,1,P0308.png
0.9999999756097568,0.9999999777777784,0.9999999766937676,0.5438596395814098,0.4132305899582633,0.2193399150715252,0.059573361080484,0.8193832563022764,0.8193832563022764,1,ZC0416.png
0.25,0.25,0.25,0.3249999918750002,0.4893050128938423,0.1574766046473026,0.0359147025804531,0.8722466921927459,0.8722466921927459,0,x1482.png
0.25,0.25,0.25,0.804687493713379,0.3007873464674389,0.2044630181282738,0.0594883997606308,0.9030836964621864,0.9030836964621864,1,E0206.png
0.9999999523809546,0.99999997826087,0.9999999653209124,0.6249999609375024,0.4456176827306254,0.1331803848179989,0.0590084403836784,0.8854625511653632,0.8854625511653632,1,J0248.png
0.9999999841269844,0.9999999841269844,0.9999999841269844,0.7894736759002772,0.3026326715373925,0.1493582991932707,0.0565875894506276,0.889867837489569,0.889867837489569,1,A0830.png
0.999999972222223,0.999999972222223,0.999999972222223,0.7071428520918368,0.3363634363040185,0.2524924984997344,0.1137128864372586,0.8722466921927459,0.8722466921927459,1,C0153.png
0.9999999761904768,0.9999999761904768,0.9999999761904768,1.484848462350781,0.4691157075074928,0.2517449202269003,0.1045397750909897,0.8634361195443343,0.8634361195443343,0,za0765.png
0.9999999696969708,0.9999999756097568,0.9999999726533636,0.4166666643518518,0.4472235316348188,0.2177498333255803,0.058002009841583,0.8678414058685401,0.8678414058685401,0,s0373.png
